make,model,variant,year,odometer_km,segment,service_history,panel_paint_condition,mechanical_faults,tyre_condition,keys_count,rego_status,guide_trade_low,guide_trade_high,comps_json,purchase_price_aud,actual_recon_aud,resale_price_aud,purchased_at
Hyundai,Tucson,Highlander,2020,89328,suv,partial,excellent,none,good,2,expired,14650.0,16510.0,"[{""sold_at"": ""2026-05-08"", ""price_aud"": 15350.0, ""odometer_km"": 83479, ""match_quality"": 0.99}, {""sold_at"": ""2026-04-08"", ""price_aud"": 14350.0, ""odometer_km"": 67199, ""match_quality"": 0.76}, {""sold_at"": ""2026-03-03"", ""price_aud"": 16150.0, ""odometer_km"": 85325, ""match_quality"": 1.0}, {""sold_at"": ""2026-03-22"", ""price_aud"": 16970.0, ""odometer_km"": 100672, ""match_quality"": 0.71}]",11680.0,1317.0,,2026-05-31
Mercedes-Benz,C-Class,C43,2021,45898,prestige,full,good,WL:check engine light,worn,2,unregistered,33840.0,38160.0,"[{""sold_at"": ""2025-12-31"", ""price_aud"": 35270.0, ""odometer_km"": 34528, ""match_quality"": 0.76}, {""sold_at"": ""2026-02-24"", ""price_aud"": 38460.0, ""odometer_km"": 45304, ""match_quality"": 0.97}, {""sold_at"": ""2025-12-13"", ""price_aud"": 33110.0, ""odometer_km"": 55474, ""match_quality"": 0.86}, {""sold_at"": ""2026-03-07"", ""price_aud"": 38890.0, ""odometer_km"": 49558, ""match_quality"": 0.69}, {""sold_at"": ""2026-01-29"", ""price_aud"": 39370.0, ""odometer_km"": 52292, ""match_quality"": 0.94}]",27550.0,1483.0,,2026-04-23
Volkswagen,Tiguan,162TSI R-Line,2019,71649,suv,full,good,none,good,1,current,15810.0,17830.0,"[{""sold_at"": ""2025-08-11"", ""price_aud"": 15270.0, ""odometer_km"": 74616, ""match_quality"": 0.99}, {""sold_at"": ""2025-08-28"", ""price_aud"": 15310.0, ""odometer_km"": 80448, ""match_quality"": 0.62}, {""sold_at"": ""2025-10-21"", ""price_aud"": 18350.0, ""odometer_km"": 76168, ""match_quality"": 0.73}, {""sold_at"": ""2025-11-15"", ""price_aud"": 16300.0, ""odometer_km"": 76124, ""match_quality"": 0.81}]",14140.0,1585.0,18620.0,2025-11-22
Mitsubishi,Outlander,Exceed,2022,62897,suv,partial,good,WL:check engine light,worn,1,current,18400.0,20740.0,"[{""sold_at"": ""2026-04-22"", ""price_aud"": 18740.0, ""odometer_km"": 78234, ""match_quality"": 0.62}, {""sold_at"": ""2026-05-31"", ""price_aud"": 18920.0, ""odometer_km"": 65660, ""match_quality"": 0.79}, {""sold_at"": ""2026-06-06"", ""price_aud"": 19880.0, ""odometer_km"": 68377, ""match_quality"": 0.73}]",13210.0,3397.0,23690.0,2026-08-02
Volkswagen,Tiguan,132TSI,2022,81732,suv,full,fair,WL:check engine light,good,2,current,21000.0,23680.0,"[{""sold_at"": ""2025-09-08"", ""price_aud"": 20890.0, ""odometer_km"": 71696, ""match_quality"": 0.68}, {""sold_at"": ""2025-12-29"", ""price_aud"": 23110.0, ""odometer_km"": 83809, ""match_quality"": 0.83}, {""sold_at"": ""2025-10-24"", ""price_aud"": 20120.0, ""odometer_km"": 76896, ""match_quality"": 0.64}]",15700.0,1566.0,26420.0,2026-01-13
Nissan,X-Trail,ST-L,2024,17972,suv,partial,good,none,good,2,current,23600.0,26620.0,"[{""sold_at"": ""2025-06-02"", ""price_aud"": 23560.0, ""odometer_km"": 15474, ""match_quality"": 0.84}, {""sold_at"": ""2025-05-01"", ""price_aud"": 25330.0, ""odometer_km"": 21136, ""match_quality"": 0.87}, {""sold_at"": ""2025-07-29"", ""price_aud"": 25150.0, ""odometer_km"": 15777, ""match_quality"": 0.76}, {""sold_at"": ""2025-07-04"", ""price_aud"": 25710.0, ""odometer_km"": 21506, ""match_quality"": 0.89}, {""sold_at"": ""2025-07-10"", ""price_aud"": 24420.0, ""odometer_km"": 19992, ""match_quality"": 0.8}, {""sold_at"": ""2025-07-22"", ""price_aud"": 26480.0, ""odometer_km"": 15179, ""match_quality"": 0.86}]",17410.0,2239.0,27300.0,2025-09-21
Mitsubishi,Outlander,ES,2025,18098,suv,none,good,none,good,2,expired,26080.0,29420.0,"[{""sold_at"": ""2026-01-15"", ""price_aud"": 30050.0, ""odometer_km"": 20813, ""match_quality"": 0.71}, {""sold_at"": ""2026-02-18"", ""price_aud"": 29330.0, ""odometer_km"": 16800, ""match_quality"": 0.76}, {""sold_at"": ""2026-03-11"", ""price_aud"": 26420.0, ""odometer_km"": 20586, ""match_quality"": 0.68}, {""sold_at"": ""2026-01-10"", ""price_aud"": 25200.0, ""odometer_km"": 16623, ""match_quality"": 0.6}]",23490.0,533.0,32990.0,2026-04-03
Tesla,Model 3,RWD,2021,78241,prestige,partial,fair,WL:check engine light,replace,2,current,26590.0,29990.0,"[{""sold_at"": ""2025-12-06"", ""price_aud"": 30210.0, ""odometer_km"": 73406, ""match_quality"": 0.77}, {""sold_at"": ""2025-11-16"", ""price_aud"": 26100.0, ""odometer_km"": 67646, ""match_quality"": 0.88}, {""sold_at"": ""2025-09-30"", ""price_aud"": 26440.0, ""odometer_km"": 63886, ""match_quality"": 0.85}, {""sold_at"": ""2025-10-10"", ""price_aud"": 27290.0, ""odometer_km"": 75872, ""match_quality"": 0.91}, {""sold_at"": ""2025-11-25"", ""price_aud"": 27600.0, ""odometer_km"": 95558, ""match_quality"": 0.83}, {""sold_at"": ""2025-11-20"", ""price_aud"": 25670.0, ""odometer_km"": 66443, ""match_quality"": 0.7}]",19520.0,2823.0,,2026-01-11
Toyota,Corolla,Ascent Sport,2015,100185,small,full,excellent,none,good,1,current,6970.0,7850.0,"[{""sold_at"": ""2026-01-07"", ""price_aud"": 6990.0, ""odometer_km"": 94804, ""match_quality"": 0.94}, {""sold_at"": ""2026-03-10"", ""price_aud"": 7560.0, ""odometer_km"": 115382, ""match_quality"": 0.7}, {""sold_at"": ""2026-04-05"", ""price_aud"": 7680.0, ""odometer_km"": 87387, ""match_quality"": 0.68}, {""sold_at"": ""2026-03-17"", ""price_aud"": 7480.0, ""odometer_km"": 123539, ""match_quality"": 1.0}]",5650.0,947.0,7880.0,2026-04-28
Volkswagen,Tiguan,162TSI R-Line,2019,147870,suv,partial,fair,WL:check engine light,good,1,current,14320.0,16140.0,"[{""sold_at"": ""2026-01-18"", ""price_aud"": 15760.0, ""odometer_km"": 181174, ""match_quality"": 0.73}, {""sold_at"": ""2025-12-17"", ""price_aud"": 16750.0, ""odometer_km"": 114771, ""match_quality"": 0.97}, {""sold_at"": ""2026-02-06"", ""price_aud"": 16340.0, ""odometer_km"": 145161, ""match_quality"": 0.87}, {""sold_at"": ""2026-01-12"", ""price_aud"": 15450.0, ""odometer_km"": 136932, ""match_quality"": 0.78}]",9430.0,3848.0,16320.0,2026-05-16
Mazda,CX-5,Touring,2019,141643,suv,full,good,none,good,1,current,12920.0,14580.0,"[{""sold_at"": ""2025-05-16"", ""price_aud"": 13270.0, ""odometer_km"": 123512, ""match_quality"": 0.64}, {""sold_at"": ""2025-05-03"", ""price_aud"": 12520.0, ""odometer_km"": 133299, ""match_quality"": 0.67}, {""sold_at"": ""2025-09-05"", ""price_aud"": 13790.0, ""odometer_km"": 171904, ""match_quality"": 0.75}]",11530.0,1249.0,15990.0,2025-09-14
Kia,Sportage,GT-Line,2018,152827,suv,none,poor,none,good,2,current,10740.0,12120.0,"[{""sold_at"": ""2025-10-26"", ""price_aud"": 11460.0, ""odometer_km"": 120042, ""match_quality"": 0.98}, {""sold_at"": ""2025-07-18"", ""price_aud"": 11130.0, ""odometer_km"": 117496, ""match_quality"": 0.76}, {""sold_at"": ""2025-07-18"", ""price_aud"": 12470.0, ""odometer_km"": 127521, ""match_quality"": 0.68}, {""sold_at"": ""2025-08-24"", ""price_aud"": 11760.0, ""odometer_km"": 137444, ""match_quality"": 0.79}, {""sold_at"": ""2025-07-12"", ""price_aud"": 10820.0, ""odometer_km"": 183707, ""match_quality"": 0.69}, {""sold_at"": ""2025-10-18"", ""price_aud"": 12500.0, ""odometer_km"": 158169, ""match_quality"": 0.6}]",6620.0,2526.0,13270.0,2025-11-23
Ford,Focus,Trend,2023,63878,small,full,good,none,worn,2,current,14630.0,16490.0,"[{""sold_at"": ""2025-03-09"", ""price_aud"": 15140.0, ""odometer_km"": 57014, ""match_quality"": 0.83}, {""sold_at"": ""2025-03-14"", ""price_aud"": 16600.0, ""odometer_km"": 67880, ""match_quality"": 0.64}, {""sold_at"": ""2025-03-06"", ""price_aud"": 14960.0, ""odometer_km"": 53443, ""match_quality"": 0.89}]",13560.0,816.0,17220.0,2025-06-22
Toyota,Camry,SL,2015,203306,medium,full,excellent,none,good,2,current,8080.0,9120.0,"[{""sold_at"": ""2025-01-08"", ""price_aud"": 8200.0, ""odometer_km"": 242240, ""match_quality"": 0.8}, {""sold_at"": ""2024-12-29"", ""price_aud"": 7930.0, ""odometer_km"": 222856, ""match_quality"": 0.9}, {""sold_at"": ""2025-02-07"", ""price_aud"": 8630.0, ""odometer_km"": 196797, ""match_quality"": 0.71}, {""sold_at"": ""2025-04-05"", ""price_aud"": 9130.0, ""odometer_km"": 251863, ""match_quality"": 0.79}, {""sold_at"": ""2025-02-27"", ""price_aud"": 9460.0, ""odometer_km"": 251871, ""match_quality"": 0.95}, {""sold_at"": ""2025-03-18"", ""price_aud"": 9380.0, ""odometer_km"": 252487, ""match_quality"": 0.94}]",6710.0,501.0,9220.0,2025-04-11
Toyota,Hilux,Workmate,2024,22226,ute,full,excellent,none,good,1,current,32320.0,36440.0,"[{""sold_at"": ""2026-03-30"", ""price_aud"": 33640.0, ""odometer_km"": 25066, ""match_quality"": 0.91}, {""sold_at"": ""2026-02-03"", ""price_aud"": 32950.0, ""odometer_km"": 21950, ""match_quality"": 0.99}, {""sold_at"": ""2026-05-01"", ""price_aud"": 33080.0, ""odometer_km"": 24395, ""match_quality"": 0.62}, {""sold_at"": ""2026-04-18"", ""price_aud"": 36330.0, ""odometer_km"": 17549, ""match_quality"": 1.0}, {""sold_at"": ""2026-05-03"", ""price_aud"": 37660.0, ""odometer_km"": 23754, ""match_quality"": 0.65}]",27300.0,520.0,38370.0,2026-05-08
Subaru,Outback,AWD Sport,2024,8514,medium,none,good,none,good,1,expired,26800.0,30220.0,"[{""sold_at"": ""2026-03-01"", ""price_aud"": 28120.0, ""odometer_km"": 7902, ""match_quality"": 0.96}, {""sold_at"": ""2026-02-04"", ""price_aud"": 29180.0, ""odometer_km"": 7893, ""match_quality"": 0.67}, {""sold_at"": ""2025-11-16"", ""price_aud"": 29140.0, ""odometer_km"": 10639, ""match_quality"": 0.77}, {""sold_at"": ""2026-03-06"", ""price_aud"": 26040.0, ""odometer_km"": 9084, ""match_quality"": 0.73}, {""sold_at"": ""2025-12-18"", ""price_aud"": 28980.0, ""odometer_km"": 8217, ""match_quality"": 0.85}, {""sold_at"": ""2026-03-04"", ""price_aud"": 26740.0, ""odometer_km"": 8137, ""match_quality"": 0.81}]",21580.0,2190.0,29980.0,2026-03-27
Hyundai,i30,N Line,2021,58328,small,full,good,none,good,2,current,12540.0,14140.0,"[{""sold_at"": ""2025-12-10"", ""price_aud"": 14430.0, ""odometer_km"": 70888, ""match_quality"": 0.77}, {""sold_at"": ""2026-03-29"", ""price_aud"": 13320.0, ""odometer_km"": 71982, ""match_quality"": 0.8}, {""sold_at"": ""2026-01-28"", ""price_aud"": 14410.0, ""odometer_km"": 60250, ""match_quality"": 0.65}, {""sold_at"": ""2025-12-25"", ""price_aud"": 12630.0, ""odometer_km"": 57942, ""match_quality"": 0.84}, {""sold_at"": ""2026-02-01"", ""price_aud"": 13430.0, ""odometer_km"": 49144, ""match_quality"": 0.88}, {""sold_at"": ""2026-03-17"", ""price_aud"": 12060.0, ""odometer_km"": 50676, ""match_quality"": 0.88}]",10620.0,635.0,15790.0,2026-05-09
Toyota,Corolla,ZR,2018,72777,small,full,good,none,replace,1,current,9710.0,10950.0,"[{""sold_at"": ""2025-01-13"", ""price_aud"": 10520.0, ""odometer_km"": 56127, ""match_quality"": 0.62}, {""sold_at"": ""2024-12-18"", ""price_aud"": 9380.0, ""odometer_km"": 77750, ""match_quality"": 0.72}, {""sold_at"": ""2025-01-28"", ""price_aud"": 10690.0, ""odometer_km"": 81556, ""match_quality"": 0.76}, {""sold_at"": ""2025-01-06"", ""price_aud"": 10290.0, ""odometer_km"": 79046, ""match_quality"": 0.83}, {""sold_at"": ""2025-04-12"", ""price_aud"": 10770.0, ""odometer_km"": 70010, ""match_quality"": 0.68}, {""sold_at"": ""2025-04-12"", ""price_aud"": 9800.0, ""odometer_km"": 87822, ""match_quality"": 0.98}]",8550.0,1269.0,12360.0,2025-04-19
Ford,Focus,Titanium,2023,30559,small,partial,good,none,new,2,current,15270.0,17210.0,"[{""sold_at"": ""2025-06-17"", ""price_aud"": 17610.0, ""odometer_km"": 23134, ""match_quality"": 0.71}, {""sold_at"": ""2025-04-15"", ""price_aud"": 17520.0, ""odometer_km"": 35983, ""match_quality"": 0.9}, {""sold_at"": ""2025-07-20"", ""price_aud"": 15310.0, ""odometer_km"": 29741, ""match_quality"": 0.69}, {""sold_at"": ""2025-08-04"", ""price_aud"": 17670.0, ""odometer_km"": 35636, ""match_quality"": 0.99}]",12840.0,1552.0,17440.0,2025-08-24
Toyota,RAV4,Edge,2023,37853,suv,partial,good,none,good,2,current,23520.0,26520.0,"[{""sold_at"": ""2025-04-22"", ""price_aud"": 26080.0, ""odometer_km"": 44592, ""match_quality"": 0.91}, {""sold_at"": ""2025-06-03"", ""price_aud"": 23540.0, ""odometer_km"": 37117, ""match_quality"": 0.96}, {""sold_at"": ""2025-06-03"", ""price_aud"": 27440.0, ""odometer_km"": 40189, ""match_quality"": 0.71}, {""sold_at"": ""2025-04-20"", ""price_aud"": 22850.0, ""odometer_km"": 46225, ""match_quality"": 0.78}, {""sold_at"": ""2025-05-30"", ""price_aud"": 25110.0, ""odometer_km"": 43917, ""match_quality"": 0.94}]",20170.0,604.0,26940.0,2025-08-16
Nissan,Navara,ST,2018,112418,ute,partial,good,none,good,2,current,14600.0,16460.0,"[{""sold_at"": ""2025-12-04"", ""price_aud"": 16280.0, ""odometer_km"": 100146, ""match_quality"": 0.87}, {""sold_at"": ""2025-09-18"", ""price_aud"": 15700.0, ""odometer_km"": 121532, ""match_quality"": 0.87}, {""sold_at"": ""2025-12-10"", ""price_aud"": 16760.0, ""odometer_km"": 93618, ""match_quality"": 0.79}, {""sold_at"": ""2025-09-15"", ""price_aud"": 14320.0, ""odometer_km"": 87546, ""match_quality"": 0.86}]",11620.0,667.0,17500.0,2026-01-08
Kia,Cerato,S,2019,109107,small,none,good,WL:check engine light,good,2,current,9380.0,10580.0,"[{""sold_at"": ""2025-08-22"", ""price_aud"": 9020.0, ""odometer_km"": 116628, ""match_quality"": 0.83}, {""sold_at"": ""2025-07-13"", ""price_aud"": 10060.0, ""odometer_km"": 107137, ""match_quality"": 0.91}, {""sold_at"": ""2025-06-20"", ""price_aud"": 10700.0, ""odometer_km"": 103057, ""match_quality"": 0.65}]",7340.0,1769.0,11330.0,2025-11-02
Mazda,3,G20 Pure,2020,46489,small,full,fair,WL:abs; rear brakes,good,1,current,12600.0,14200.0,"[{""sold_at"": ""2025-08-26"", ""price_aud"": 12470.0, ""odometer_km"": 56211, ""match_quality"": 0.92}, {""sold_at"": ""2025-10-23"", ""price_aud"": 12280.0, ""odometer_km"": 43275, ""match_quality"": 0.84}, {""sold_at"": ""2025-09-19"", ""price_aud"": 14200.0, ""odometer_km"": 37210, ""match_quality"": 0.98}]",10010.0,2001.0,15830.0,2025-12-17
Mazda,3,G25 GT,2019,74785,small,full,good,none,new,2,current,11070.0,12490.0,"[{""sold_at"": ""2025-10-29"", ""price_aud"": 11010.0, ""odometer_km"": 62715, ""match_quality"": 0.86}, {""sold_at"": ""2025-09-06"", ""price_aud"": 12620.0, ""odometer_km"": 61113, ""match_quality"": 0.7}, {""sold_at"": ""2025-07-04"", ""price_aud"": 12460.0, ""odometer_km"": 59259, ""match_quality"": 0.79}, {""sold_at"": ""2025-06-11"", ""price_aud"": 11520.0, ""odometer_km"": 78923, ""match_quality"": 0.9}]",9320.0,595.0,13240.0,2025-11-03
Mazda,BT-50,XT,2022,78719,ute,full,excellent,none,replace,1,current,23340.0,26320.0,"[{""sold_at"": ""2025-11-17"", ""price_aud"": 25290.0, ""odometer_km"": 85797, ""match_quality"": 0.96}, {""sold_at"": ""2025-09-26"", ""price_aud"": 27000.0, ""odometer_km"": 65064, ""match_quality"": 0.84}, {""sold_at"": ""2026-01-13"", ""price_aud"": 25630.0, ""odometer_km"": 83359, ""match_quality"": 0.96}, {""sold_at"": ""2026-01-11"", ""price_aud"": 22720.0, ""odometer_km"": 92735, ""match_quality"": 0.87}]",19490.0,2446.0,27130.0,2026-02-03
Mazda,3,G25 GT,2021,98512,small,none,fair,none,worn,2,current,13080.0,14760.0,"[{""sold_at"": ""2026-02-05"", ""price_aud"": 12940.0, ""odometer_km"": 111650, ""match_quality"": 0.84}, {""sold_at"": ""2025-12-27"", ""price_aud"": 13090.0, ""odometer_km"": 116611, ""match_quality"": 0.96}, {""sold_at"": ""2025-10-26"", ""price_aud"": 15260.0, ""odometer_km"": 99188, ""match_quality"": 0.73}]",11020.0,1428.0,16480.0,2026-02-24
Ford,Focus,Titanium,2015,193067,small,full,excellent,aircon weak,good,1,current,5680.0,6400.0,"[{""sold_at"": ""2025-01-07"", ""price_aud"": 6520.0, ""odometer_km"": 206854, ""match_quality"": 0.69}, {""sold_at"": ""2025-02-05"", ""price_aud"": 5730.0, ""odometer_km"": 204354, ""match_quality"": 0.97}, {""sold_at"": ""2025-03-21"", ""price_aud"": 6570.0, ""odometer_km"": 163681, ""match_quality"": 0.75}, {""sold_at"": ""2025-02-06"", ""price_aud"": 5760.0, ""odometer_km"": 153945, ""match_quality"": 0.72}]",2190.0,2679.0,7290.0,2025-03-26
Toyota,Hilux,Workmate,2019,110052,ute,partial,poor,none,good,1,current,17780.0,20040.0,"[{""sold_at"": ""2025-02-13"", ""price_aud"": 18410.0, ""odometer_km"": 94057, ""match_quality"": 0.99}, {""sold_at"": ""2025-01-24"", ""price_aud"": 20270.0, ""odometer_km"": 93519, ""match_quality"": 0.9}, {""sold_at"": ""2025-01-28"", ""price_aud"": 19450.0, ""odometer_km"": 90121, ""match_quality"": 0.88}, {""sold_at"": ""2025-04-24"", ""price_aud"": 19730.0, ""odometer_km"": 109575, ""match_quality"": 0.62}, {""sold_at"": ""2025-05-15"", ""price_aud"": 20680.0, ""odometer_km"": 86210, ""match_quality"": 0.62}, {""sold_at"": ""2025-02-23"", ""price_aud"": 18270.0, ""odometer_km"": 104935, ""match_quality"": 0.78}]",11200.0,4692.0,21960.0,2025-06-18
Ford,Focus,ST-Line,2020,166316,small,full,good,none,worn,2,current,9390.0,10590.0,"[{""sold_at"": ""2025-07-08"", ""price_aud"": 10870.0, ""odometer_km"": 184471, ""match_quality"": 0.93}, {""sold_at"": ""2025-07-09"", ""price_aud"": 9600.0, ""odometer_km"": 192478, ""match_quality"": 0.86}, {""sold_at"": ""2025-05-24"", ""price_aud"": 10940.0, ""odometer_km"": 144085, ""match_quality"": 0.61}, {""sold_at"": ""2025-06-25"", ""price_aud"": 10180.0, ""odometer_km"": 150096, ""match_quality"": 0.92}]",6410.0,2155.0,12080.0,2025-09-01
Nissan,Navara,ST-X,2024,36399,ute,none,good,WL:check engine light,good,2,current,28880.0,32560.0,"[{""sold_at"": ""2025-04-11"", ""price_aud"": 31260.0, ""odometer_km"": 45310, ""match_quality"": 0.63}, {""sold_at"": ""2025-03-04"", ""price_aud"": 30450.0, ""odometer_km"": 42776, ""match_quality"": 0.83}, {""sold_at"": ""2025-05-10"", ""price_aud"": 31970.0, ""odometer_km"": 40839, ""match_quality"": 0.73}, {""sold_at"": ""2025-04-18"", ""price_aud"": 33070.0, ""odometer_km"": 27499, ""match_quality"": 0.94}, {""sold_at"": ""2025-04-14"", ""price_aud"": 29500.0, ""odometer_km"": 32274, ""match_quality"": 0.87}, {""sold_at"": ""2025-03-14"", ""price_aud"": 30600.0, ""odometer_km"": 28249, ""match_quality"": 0.73}]",25280.0,1390.0,35190.0,2025-07-27
Volkswagen,Tiguan,110TSI,2018,125001,suv,full,good,none,good,2,current,13520.0,15240.0,"[{""sold_at"": ""2025-12-06"", ""price_aud"": 15300.0, ""odometer_km"": 94807, ""match_quality"": 0.72}, {""sold_at"": ""2026-02-25"", ""price_aud"": 13350.0, ""odometer_km"": 96039, ""match_quality"": 0.8}, {""sold_at"": ""2025-11-26"", ""price_aud"": 15400.0, ""odometer_km"": 126106, ""match_quality"": 0.89}, {""sold_at"": ""2025-12-23"", ""price_aud"": 13250.0, ""odometer_km"": 144406, ""match_quality"": 0.72}]",11440.0,428.0,17220.0,2026-04-06
Toyota,Corolla,Ascent Sport,2019,113024,small,full,excellent,WL:abs; rear brakes,good,1,current,10290.0,11610.0,"[{""sold_at"": ""2025-09-17"", ""price_aud"": 11990.0, ""odometer_km"": 112783, ""match_quality"": 0.99}, {""sold_at"": ""2025-09-21"", ""price_aud"": 10790.0, ""odometer_km"": 136959, ""match_quality"": 0.93}, {""sold_at"": ""2025-06-12"", ""price_aud"": 10740.0, ""odometer_km"": 103288, ""match_quality"": 0.71}, {""sold_at"": ""2025-05-18"", ""price_aud"": 10030.0, ""odometer_km"": 92403, ""match_quality"": 0.85}]",7980.0,1710.0,13100.0,2025-10-12
Kia,Cerato,S,2022,29338,small,full,fair,WL:check engine light,good,2,current,13810.0,15570.0,"[{""sold_at"": ""2026-01-12"", ""price_aud"": 14510.0, ""odometer_km"": 26788, ""match_quality"": 0.95}, {""sold_at"": ""2026-01-28"", ""price_aud"": 13670.0, ""odometer_km"": 23951, ""match_quality"": 0.79}, {""sold_at"": ""2026-03-10"", ""price_aud"": 14480.0, ""odometer_km"": 30476, ""match_quality"": 0.84}, {""sold_at"": ""2026-02-27"", ""price_aud"": 14780.0, ""odometer_km"": 29239, ""match_quality"": 0.8}, {""sold_at"": ""2026-01-19"", ""price_aud"": 13650.0, ""odometer_km"": 31513, ""match_quality"": 0.79}, {""sold_at"": ""2026-04-05"", ""price_aud"": 15800.0, ""odometer_km"": 25416, ""match_quality"": 0.91}]",9980.0,3061.0,,2026-05-18
Toyota,Landcruiser Prado,Kakadu,2021,71280,suv,full,good,none,good,2,current,29700.0,33500.0,"[{""sold_at"": ""2025-07-04"", ""price_aud"": 29380.0, ""odometer_km"": 79679, ""match_quality"": 0.65}, {""sold_at"": ""2025-07-04"", ""price_aud"": 29350.0, ""odometer_km"": 75851, ""match_quality"": 0.92}, {""sold_at"": ""2025-05-13"", ""price_aud"": 29420.0, ""odometer_km"": 71065, ""match_quality"": 0.66}, {""sold_at"": ""2025-09-09"", ""price_aud"": 29640.0, ""odometer_km"": 67665, ""match_quality"": 0.86}]",24550.0,406.0,34330.0,2025-09-29
Subaru,Outback,AWD Sport,2020,71476,medium,partial,fair,none,good,2,current,16770.0,18910.0,"[{""sold_at"": ""2026-01-03"", ""price_aud"": 16120.0, ""odometer_km"": 87855, ""match_quality"": 0.73}, {""sold_at"": ""2025-11-28"", ""price_aud"": 19270.0, ""odometer_km"": 64146, ""match_quality"": 0.71}, {""sold_at"": ""2026-02-02"", ""price_aud"": 17810.0, ""odometer_km"": 57339, ""match_quality"": 0.96}]",15100.0,1004.0,,2026-03-15
Tesla,Model 3,RWD,2022,68422,prestige,none,good,none,good,2,current,29650.0,33430.0,"[{""sold_at"": ""2025-05-27"", ""price_aud"": 31350.0, ""odometer_km"": 65931, ""match_quality"": 0.63}, {""sold_at"": ""2025-07-27"", ""price_aud"": 30560.0, ""odometer_km"": 53216, ""match_quality"": 0.64}, {""sold_at"": ""2025-06-16"", ""price_aud"": 31820.0, ""odometer_km"": 75046, ""match_quality"": 1.0}, {""sold_at"": ""2025-08-17"", ""price_aud"": 34100.0, ""odometer_km"": 53659, ""match_quality"": 0.71}, {""sold_at"": ""2025-05-21"", ""price_aud"": 31340.0, ""odometer_km"": 67241, ""match_quality"": 0.63}, {""sold_at"": ""2025-07-13"", ""price_aud"": 32980.0, ""odometer_km"": 80000, ""match_quality"": 0.65}]",25480.0,1097.0,,2025-09-27
Toyota,RAV4,GXL,2017,198682,suv,full,good,none,worn,2,current,10500.0,11840.0,"[{""sold_at"": ""2026-06-03"", ""price_aud"": 10980.0, ""odometer_km"": 230728, ""match_quality"": 0.94}, {""sold_at"": ""2026-02-27"", ""price_aud"": 10720.0, ""odometer_km"": 226346, ""match_quality"": 0.97}, {""sold_at"": ""2026-03-13"", ""price_aud"": 11440.0, ""odometer_km"": 209435, ""match_quality"": 0.78}, {""sold_at"": ""2026-02-20"", ""price_aud"": 10920.0, ""odometer_km"": 159542, ""match_quality"": 0.71}, {""sold_at"": ""2026-05-17"", ""price_aud"": 10640.0, ""odometer_km"": 214464, ""match_quality"": 0.64}, {""sold_at"": ""2026-05-11"", ""price_aud"": 11690.0, ""odometer_km"": 152551, ""match_quality"": 0.95}]",8420.0,775.0,13610.0,2026-06-27
Ford,Ranger,XL,2023,32188,ute,full,good,none,worn,2,current,30480.0,34380.0,"[{""sold_at"": ""2025-09-18"", ""price_aud"": 33000.0, ""odometer_km"": 35834, ""match_quality"": 0.94}, {""sold_at"": ""2025-10-18"", ""price_aud"": 34590.0, ""odometer_km"": 27561, ""match_quality"": 0.82}, {""sold_at"": ""2025-06-30"", ""price_aud"": 34300.0, ""odometer_km"": 31700, ""match_quality"": 0.77}, {""sold_at"": ""2025-10-25"", ""price_aud"": 35530.0, ""odometer_km"": 38540, ""match_quality"": 0.88}]",28370.0,633.0,,2025-10-30
Toyota,Corolla,Ascent Sport,2023,48912,small,full,fair,aircon weak,worn,1,current,16510.0,18610.0,"[{""sold_at"": ""2025-08-24"", ""price_aud"": 17230.0, ""odometer_km"": 45603, ""match_quality"": 0.97}, {""sold_at"": ""2025-07-15"", ""price_aud"": 17350.0, ""odometer_km"": 45894, ""match_quality"": 0.61}, {""sold_at"": ""2025-11-09"", ""price_aud"": 18710.0, ""odometer_km"": 57459, ""match_quality"": 0.91}]",11030.0,2956.0,20510.0,2025-11-26
Toyota,Kluger,Grande,2018,106231,suv,full,good,none,worn,2,current,17040.0,19220.0,"[{""sold_at"": ""2026-03-17"", ""price_aud"": 19300.0, ""odometer_km"": 80260, ""match_quality"": 0.79}, {""sold_at"": ""2026-04-08"", ""price_aud"": 17030.0, ""odometer_km"": 95940, ""match_quality"": 0.7}, {""sold_at"": ""2026-04-15"", ""price_aud"": 17740.0, ""odometer_km"": 122007, ""match_quality"": 0.91}, {""sold_at"": ""2026-03-12"", ""price_aud"": 19020.0, ""odometer_km"": 89281, ""match_quality"": 0.96}, {""sold_at"": ""2026-02-16"", ""price_aud"": 18780.0, ""odometer_km"": 127361, ""match_quality"": 0.98}, {""sold_at"": ""2026-02-26"", ""price_aud"": 18510.0, ""odometer_km"": 91926, ""match_quality"": 0.92}]",14140.0,955.0,19420.0,2026-06-02
Hyundai,i30,Active,2021,95362,small,partial,fair,none,worn,1,expired,11960.0,13480.0,"[{""sold_at"": ""2026-03-16"", ""price_aud"": 12980.0, ""odometer_km"": 112196, ""match_quality"": 0.98}, {""sold_at"": ""2026-03-28"", ""price_aud"": 12560.0, ""odometer_km"": 79709, ""match_quality"": 0.98}, {""sold_at"": ""2026-03-22"", ""price_aud"": 12580.0, ""odometer_km"": 95456, ""match_quality"": 0.88}]",5840.0,4515.0,,2026-04-09
